,用户ID,评论时间,评论文本,positive_prob,sentiment,neutral_prob,negative_prob
152,高坝窑,2022-08-23 00:04,真的看着看着就哭了，up要幸福啊,0.8648,正面,0.0027,0.1324
153,虔诚的流星,2022-08-22 10:04,bgm《种星星的人》，《人生大事》片尾曲，朱一龙和杨恩又合唱的，很感动和好听的一首歌,0.9992,正面,0.0,0.0008
154,尉迟晨,2022-08-22 09:52,@ONEPIECEYOOO,0.998,正面,0.0002,0.0018
155,_薇鹅莉特_-,2022-08-22 08:00,我还是有点排斥，但我不会去指指点点，别人该怎么样就怎么样，自己过好自己就行,0.4113,负面,0.0177,0.5711
156,渁叆,2022-08-22 03:23,转给我女朋友了希望双方父母都别太介意吧,0.2893,负面,0.0437,0.6669
157,顾瞅瞅,2022-08-21 23:09,@某某碩,0.998,正面,0.0001,0.0019
158,落坨祥子丶,2022-08-21 22:56,明白，别哭,0.8655,正面,0.0485,0.0858
159,_汰渍,2022-08-21 21:49,看哭了,0.7744,正面,0.031,0.1943
160,阿貓阿狗-,2022-08-21 17:28,无性恋该怎么办，不想结婚……,0.9938,正面,0.0021,0.0041
161,--新的开始--,2022-11-30 16:42,看哭了,0.7744,正面,0.031,0.1943
162,犬夜叉haha,2022-08-31 14:33,从小就没有喜欢过异性 都是喜欢的女孩子 父母已经因为这件事说了不止一次 可以看出来是完全接受不了那种 我自己也很难受很无奈 毕竟感觉已经改不过来 看了这个视频真的很羡慕有这样的父母 为什么我家就不是这样……,0.3176,中性,0.5428,0.1394
163,晨源幸生,2022-08-31 07:39,祝福，幸福久久,0.9745,正面,0.0016,0.0239
164,lausan-,2022-09-12 21:56,恭喜up呀 这个暑假也和妈妈出柜了 准确来说是被迫出柜 妈妈早就怀疑了 那天晚上突然找我谈心过程我一度觉得很煎熬 最后妈妈的态度是表示尊重 虽然我知道她还需要点时间理解 但我觉得对比起网上一些直接断绝关系的父母好得太多希望以后上大学了带女朋友回家 爸爸妈妈能不带有异样的眼光,0.9702,正面,0.0242,0.0054
165,ggzjbnb,2022-08-30 22:16,@若什么浅,0.0414,负面,0.0035,0.955
166,俺村属俺能,2022-08-28 02:41,我快24了，还是没有勇气向家里人正式出柜，不过其实他们多少都已经看出来些了…明显很不认同，平时聊天都没有耐心听我讲完，几次我要求好好谈一谈，可算听完我说的话了，可还是绕回去讲他们自己的道理,0.9595,正面,0.0006,0.04
167,小桃溜了溜了,2022-08-29 00:35,真的看哭了阿爸太温柔了，希望up一直幸福下去！！,0.9749,正面,0.008,0.017
168,巍-是笼屉里的包子,2022-08-16 16:56,祝福你，为你的勇气点赞（歌曲真好听）,0.977,正面,0.0018,0.0212
169,蹭烂纸的九条鱼,2022-08-26 18:27,可恶哇啊啊啊啊啊我也想这么有勇气找父母坦白啊啊啊但我怕我家长骂我,0.1343,负面,0.0198,0.8459
170,瞅什么说什么,7小时前,从古代的门当户对，到现在的恋爱自由，再到恋爱不分年龄性别，我们在往前走，而不是往后退和原地踏步,0.9752,正面,0.0002,0.0246
171,Pinkie-pie_,2022-12-04 21:31,你要保护好自己，不要随便相信约你出去的人，也不要相信叫你骗婚的人！祝幸福！,0.9887,正面,0.0017,0.0095
172,总有人肤浅,2022-08-19 21:16,离谱，我把标题看成了老爸出柜的经历还想着内容怎么不对劲,0.0926,负面,0.003,0.9044
173,咕噜咕噜的斯密戈,2022-08-19 20:55,是女孩子，有着一个喜欢的女孩子，不知道以什么形式告诉她,0.9315,正面,0.0034,0.065
174,_给我小鱼干,2022-08-19 18:44,bgm是啥好好听,0.9985,正面,0.0,0.0014
175,IDrg_official,2022-08-19 16:14,看了半天差点以为你是男的😂,0.7729,正面,0.0179,0.2092
176,未戒奶的奶1,2022-08-19 15:41,阿爸：嗯嗯嗯其他人我都接受，唯独你不行,0.2063,负面,0.0814,0.7122
177,一只会唱歌的羊儿,2022-08-18 21:50,"真的看哭了 同性恋太难了 我也希望别理解 迟迟不敢迈出这一步 和朋友在一起八年了
可以加你v X吗",0.6299,正面,0.2756,0.0943
178,是你认识的光灰,2022-08-18 15:43,我想把你的视频转发给我爸看,0.9953,正面,0.0002,0.0045
179,Nowornever55,2022-08-09 20:53,这个文案确定不是。。我记得我看过了,0.0889,中性,0.4768,0.4341
180,谎言喜欢一个人,2022-12-08 23:48,丘比特蒙着眼睛射箭让两个人相爱,0.9664,正面,0.0009,0.0327
181,乖乖猪宝儿的日常,2022-11-28 00:55,我是被迫出柜，失败告终，再不知道如何提起，有没有建议,0.4226,负面,0.0095,0.5678
182,左丘宇羽,2022-10-31 21:35,up主是男生还是女生啊？我是新粉,0.987,正面,0.009,0.0039
183,bxxttkx,2022-10-03 19:13,祝up幸福！！,0.9596,正面,0.0315,0.0088
184,小米小股東,2022-08-19 20:14,祝up主幸福,0.9984,正面,0.0,0.0015
185,南湾a,2022-08-08 23:34,看得我都有点想哭了,0.1535,负面,0.0049,0.8415
186,妖猫SAMA,2022-08-08 18:44,缺男朋友吗,0.0741,负面,0.1091,0.8166
187,煾夏,2022-08-16 22:06,我是同性恋我妈不同意，就分手了,0.0193,负面,0.0011,0.9796
188,被咯好哈哈哈还,2022-08-26 14:54,好感动你们都好勇敢,0.9991,正面,0.0,0.0009
189,小秋本秋,2022-08-26 08:57,如果是真的，我为你点赞，你真的遇到了爱你的好父母。你别骗我的眼泪,0.2899,负面,0.0616,0.6485
190,llxwl,2022-08-26 01:54,一定要幸福呀,0.9939,正面,0.0005,0.0056
191,千霖yuan,2022-08-26 00:11,泪目,0.9986,正面,0.0001,0.0013
192,苏羽步,2022-08-25 23:34,希望对待感情认真的人都可以拥有这样开明的父母，真的爱了，住up和up主的全家都健健康康的，祝up主的避风港永远都在，最后祝愿up主可以幸福快乐的过完一辈子，加油加油加油,0.982,正面,0.0004,0.0176
193,Ar丶D,2022-08-25 23:22,泪目,0.9986,正面,0.0001,0.0013
194,星思凡间,2022-08-25 23:07,看哭了,0.7744,正面,0.031,0.1943
195,Polly有把勺子,2022-08-25 22:18,好好啊，祝福我也希望有一天我能找到机会跟家人说出来，希望能得到自己家人的理解和支持,0.997,正面,0.0002,0.0028
196,请叫我咩咩宝贝,2022-08-25 22:15,看哭了，有点难受，羡慕up的爸爸很温柔，很理智，相比较而言我爸爸就是天壤之别，死犟，不听劝，三观不正，脾气很爆，后悔出生在这种家庭。我相信up的家庭肯定幸福，以后也会更加幸福,0.7422,正面,0.0002,0.2577
197,虎杖悠仁これ夫,2022-08-25 21:56,嗯，爸爸也太好了吧，我也希望我妈也能这样，不过这辈子估计不可能了,0.9377,正面,0.0013,0.061
198,一个坏人吧,2022-08-25 21:52,祝up幸福！！！,0.9365,正面,0.0461,0.0173
199,林陆续,2022-08-25 21:20,大部分人是双对吗其实,0.2122,负面,0.0245,0.7632
200,某恋患者,2022-08-25 19:39,这个哦隐藏了多少父爱,0.9955,正面,0.0001,0.0044
201,愚愚愚愚愚某人,2022-08-25 19:17,祝up幸福,0.9984,正面,0.0001,0.0015
202,勇敢前进的树里,2022-08-25 18:41,祝up幸福啊,0.9978,正面,0.0001,0.0021
203,田柾国的床垫,2022-08-25 18:39,@温落落落,0.3046,负面,0.0259,0.6694
204,一只N厨,2022-08-25 18:25,我是个无性恋（不了解可以百度），我一直不敢跟我爹我妈说，因为我害怕我父母是老传统思想，我怕他们骂我，因此我一直不敢出柜，知道我妈看了几个s妻案的新闻后我妈就跟我说“以后找到好的就嫁，找不到就算了”，之后我才敢在我妈面前喊我要永远单身，懒得找对象,0.8164,正面,0.0015,0.182
205,过渡森林,2022-08-25 16:02,,0.3003,负面,0.0539,0.6454
206,龙枭雄,2022-08-25 16:00,爸爸:唉  报不了孙子了,0.9984,正面,0.0001,0.0015
207,来去荒芜,2022-08-25 15:55,祝up幸福,0.998,正面,0.0005,0.0015
208,吸气噗呲打次啊粗,2022-08-25 12:49,投币送份子钱了！祝幸福！其实无论哪一种形式的爱，都可以！,0.3663,负面,0.0071,0.6265
209,总是对的就是对的吗,2022-08-25 12:38,可以语音转文字,0.986,正面,0.0002,0.0138
210,Cassy798,2022-08-25 12:24,我妈说我要是出柜了，就带我去戒同所,0.834,正面,0.0038,0.1621
211,w一只小白,2022-08-25 09:18,这是什么音乐，好好听,0.7247,正面,0.268,0.0067
212,川川无语子,2022-08-25 07:55,要幸福!,0.7786,正面,0.0049,0.2163
213,柚子配咖啡,2022-08-25 07:45,我哭了我真的哭了,0.9526,正面,0.0201,0.0272
214,安室永远是赤井的,2022-08-25 07:42,祝福up,0.7445,正面,0.024,0.2313
215,黑咖啡没有轻松,2022-08-25 03:09,啊这,0.8226,正面,0.1052,0.0721
216,阿铃废掉了,2022-08-25 00:33,真好！虽然我不是同 但和我父母沟通过其他的类似的关于情感上的问题 我父母的反应挺激烈的 我就放弃诉说了 祝福up！！,0.9729,正面,0.0003,0.0268
217,今を生きている,2022-08-24 23:26,没币了先投一个，明天再补,0.9963,正面,0.0004,0.0033
218,小熊猫不是小完能,2022-08-24 22:55,祝你幸福！！！（超大声）,0.9076,正面,0.005,0.0872
219,宋你一吨糖,2022-08-24 21:58,真的看哭了,0.521,正面,0.002,0.477
220,洛羿不知名笨蛋女友,2022-08-24 19:39,我不敢跟我妈出柜，我妈一定接受不了,0.4743,负面,0.0021,0.5236
221,九月yyyy,2022-08-24 19:29,我从幼儿园接触过，我妈一直看的很开放,0.9464,正面,0.0002,0.0534
222,账号已注销,2022-08-24 18:50,摸摸，我爸对我说我想怎么样都没关系，给他们抱个孙子就行,0.5839,正面,0.2131,0.2026
223,_江会宁,2022-08-24 18:13,靠,0.9879,正面,0.0001,0.0121
224,XL今天努力了吗,2022-08-24 18:07,祝福啊祝福，看哭辽，up主勇敢追逐爱吧，真的没什么，只是喜欢的人性别和你相同罢了，就像你父母同意了，如果外界会有异样眼光，也不要在意啊,0.9208,正面,0.0521,0.0271
225,暮春之晓,2022-08-24 16:47,up的爸爸也幸福！！,0.9924,正面,0.0012,0.0064
226,暮春之晓,2022-08-24 16:46,真的忍不住眼睛湿了，可以这样交流真的好难得！！祝up幸福！！,0.0629,负面,0.0059,0.931
227,忘忧十克,2022-08-24 16:40,我掉眼泪了哥们,0.5559,正面,0.0524,0.3916
228,汽茶皱皱,2022-08-24 15:31,天啊，一句我们理解哭死了一定要幸福！！！！,0.9516,正面,0.0004,0.048
229,缕长风青优,2022-08-24 14:47,不要给我推这种视频了，我已经炸柜了,0.9986,正面,0.0001,0.0013
230,青旅无年,2022-08-24 11:57,泪目,0.9971,正面,0.0001,0.0029
231,yzbyg,2022-08-24 10:19,哇up主的家人真的好温暖,0.9588,正面,0.0015,0.0396
232,国家分配对象记得认领,2022-08-24 02:25,我妈说着可以接受然后天天说我【】,0.1411,负面,0.0054,0.8534
233,不太甜搁浅,2022-08-24 01:55,我是双，但不敢说,0.9957,正面,0.0002,0.0041
234,LIPX_炫,2022-08-24 00:14,@七味香芋奶茶 看泪了,0.9986,正面,0.0001,0.0013
235,请你安静点--,2022-08-23 22:47,祝你幸福,0.9986,正面,0.0001,0.0013
236,以你定义心动,2022-08-23 20:34,祝你幸福,0.936,正面,0.0031,0.0609
237,焰系小白狼一枚,2022-08-23 19:37,双出，两边都出了如出一辙的两边都不同意，已经出了快半年了我妈时不时问我还有没有联系每次但是回答还有，但是我妈也不会直接让我断绝关系，就跟我说家里只有你一个好好考虑女孩子和女孩子只能做最好的朋友不能打破比这个更亲密的关系 ，本来平时在学校被排挤家里就没怎么多管毕竟刚入学“很正常”所以有点羡慕up能被家里人理解，至少家里人并不会像其他人一样对自己“纠正”思想,0.6988,正面,0.1666,0.1344
238,祝岁稔,2022-08-23 19:21,要幸福！！！！,0.855,正面,0.0057,0.1393
239,我才不是大番薯,2022-08-23 18:21,哈哈哈虽然有点套路，但也是一个办法。很棒,0.9189,正面,0.0666,0.0144
240,河上彦斋黑格尔,2022-08-23 17:48,你真当他到第一千八百个回复等你自己说才明白的吗？他早就知道了。恭喜你,0.9957,正面,0.0,0.0042
241,小杨小杨超可爱,2022-08-23 16:57,呜呜呜我也想和女孩子谈甜甜的恋爱,0.9579,正面,0.001,0.0411
242,米嗷嗷的Lin,2022-08-23 16:28,祝福你，一定要幸福,0.9987,正面,0.0003,0.001
243,尼可罗-帕格尼尼,2022-08-23 15:15,祝幸福,0.6096,正面,0.1503,0.2397
244,千月棂,2022-08-23 14:02,只要你过得高兴就好真的瞬间鼻子就酸了,0.5703,正面,0.0398,0.3899
245,秋名闪送,2022-08-23 13:25,无意刷到此视频，不理解，不支持不反对。假如我的孩子有此倾向大概不会强烈干预吧。,0.9973,正面,0.0002,0.0025
246,甜点淡点都好吃,2022-08-23 12:55,但凡选择和平模式出柜的，大部分都是有不错家长的。,0.7744,正面,0.031,0.1943
247,一只成橙,2022-08-23 11:46,看哭了,0.9986,正面,0.0,0.0014
248,喵嗷趴,2022-08-23 10:08,祝你永远幸福ᐕ)ﾉ,0.9966,正面,0.0001,0.0033
249,江不chen,2022-08-23 03:24,"就在昨天我爸就让我早点找个♀结婚生子连以后带到多大都计划好了，结果咱是个...同
还好我不是独生子，以后再出柜比较好",0.9732,正面,0.0053,0.0215
250,那人好像条狗阿,2022-08-23 03:20,牛逼的，父亲太伟大了。除了那句现在的社会有社保，其他我真的佩服这位父亲的胸襟。,0.9755,正面,0.0126,0.0118
251,真的是胡辣,2022-08-23 03:04,为什么給都有出柜这一流程，从小在父母身边长大父母就察觉不出什么异常吗？,0.9422,正面,0.0003,0.0575
252,等等想要对象,2022-08-23 01:01,好羡慕，我也怕以后爸妈不理解怎么办虽然现在家里最高话语权在我手上,0.9658,正面,0.0016,0.0326
253,快乐肥肥鲨,2022-08-23 00:51,我真的面对我妈我会词穷，平时感觉也能说，但是就唉,0.9816,正面,0.0003,0.0181
254,weilai李夏露,2022-08-23 00:31,感动到了，要幸福啊,0.9382,正面,0.0018,0.06
255,天九叔,2022-08-23 00:04,我出柜了，我爸爸不支持不反对，因为出了学校我就一个人在外地自给自足，用我父亲的话说他没管过我，所以也不想要求我，而我母亲只说如果你这样会过得幸福那就去按自己的幸福去活,0.9968,正面,0.0003,0.003
256,黑雨6677,2022-08-22 23:23,这个爹好开明,0.9987,正面,0.0003,0.001
257,想查钟离学历,2022-08-22 23:13,祝幸福,0.9548,正面,0.0126,0.0325
258,苟到研三,2022-08-22 23:11,注意安全防护措施,0.2469,负面,0.1186,0.6344
259,兰帕徳,2022-08-22 23:02,只能说你的老爸懂得理解你，可他的难受或许只有他放心里埋葬了,0.9472,正面,0.0363,0.0164
260,bili_山野有雾灯,2022-08-22 20:56,祝福,0.9068,正面,0.0651,0.028
261,PorterjustPorter,2022-08-22 20:56,幸福就好！！！,0.9976,正面,0.0002,0.0022
262,是涵涵呐_han_,2022-08-22 20:54,别哭呜呜呜呜🥹,0.226,负面,0.1624,0.6113
263,美姿姿13,2022-08-22 20:39,希望有一天我也能大大方方向他们出轨,0.9924,正面,0.0018,0.0058
264,就是猪胡说,2022-08-22 20:04,我竟然看哭了 你爸爸真的好温柔 祝你幸福,0.997,正面,0.0011,0.0018
265,RK贝今天也很快乐,2022-08-22 19:33,羡慕祝up主幸福！,0.8865,正面,0.0366,0.0768
